External_Id__c,Type,Reason,Priority,Origin,Subject,Description,Account.External_ID__c,Asset.External_ID__c,CreatedDate,Status
c167e460-22b1-450b-ba0f-4ce792fbe9cd,Mechanical,Billing,Low,Social Media,lacinia eget tincidunt,at turpis donec posuere metus vitae ipsum aliquam non,2686bae1-5b75-484f-b449-6aa182079163,c7930340-4199-4ead-b4e5-23ed32d6be7b,2020-05-23T15:36:01Z,New
dcf9ca32-9922-4fb3-a9ef-3325178994c6,Electronic,Other,Low,Web,urna ut tellus nulla ut,cras in purus eu magna vulputate,313ba445-f0e3-49db-aed6-2e42e00c1ff8,1a6f9488-2f1a-470d-8a5d-34654a6f2b04,2020-05-25T01:24:02Z,New
3499e2ab-59cf-437a-8155-9c4f81ba2481,Electrical,Performance,Low,Web,varius ut blandit non interdum,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,cfc9247b-41d3-40f1-8287-50bcfa9f674f,bb8ad342-1868-440b-adc6-b08a302cb231,2020-06-24T08:25:25Z,Working
506e9e66-bd7d-4a63-ad51-9035791a4284,Other,Performance,High,Social Media,amet justo morbi,porttitor id consequat in consequat ut nulla sed accumsan felis ut,ade1f742-99cc-4333-9dc4-b969961f86e2,cf89b146-bdc3-41e4-ba3a-42258b0369d8,2020-06-20T08:16:23Z,Working
896b4203-7e1f-4971-994f-82b0e7414c3e,Mechanical,Other,Medium,Web,id consequat in consequat ut,ipsum primis in faucibus orci luctus et ultrices posuere cubilia,4e3f0288-47a9-44b1-b658-88086c874fda,4bf08e13-95bf-4ca4-b8b0-8bcced9eb597,2020-05-19T03:39:03Z,Working
0647395b-c1c9-4290-9490-a83f3a266873,Mechanical,Installation,Low,Web,nascetur ridiculus mus etiam,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit,ca795852-ffee-4ca5-899f-9b6ab6328fca,c998fa5c-6a9e-47d7-a420-6ed163ba7757,2020-06-19T16:37:45Z,Working
a61dab66-716c-4bdb-ae8d-40788d019ee5,Electrical,Refund,High,LiveAgent,volutpat eleifend donec,sit amet cursus id turpis integer aliquet,07404800-43de-4363-b57c-b848d7270bcf,16d41952-2fd4-4651-b3fd-17deb37ba613,2020-06-10T07:55:29Z,New
33e5df4d-6a7c-4afd-bc48-ed9cfb7b8437,Mechanical,Return,Low,Web,blandit lacinia erat vestibulum sed,nibh ligula nec sem duis aliquam convallis nunc proin at,d5419bc7-2e97-4035-b645-7a626f615979,59dd878e-42d9-4613-9e1a-63251abb3880,2020-06-21T18:28:26Z,Working
84f8ce5c-0ab4-4807-aef8-f300278e378c,Electrical,Installation,Low,LiveAgent,tortor id nulla ultrices aliquet,tellus nisi eu orci mauris lacinia sapien quis,5a007ece-5479-457c-bb1d-53c1696cbde6,f2c184f0-7482-4fef-8720-2a07ade8b0a5,2020-06-29T05:14:22Z,Working
34be9902-1006-4719-a477-9021b1fa7c49,Mechanical,Billing,Medium,LiveAgent,ante nulla justo aliquam quis,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique,c325aeac-b0c9-4344-82bb-e4cf09e126ba,99a02e95-8643-41d9-8c6d-41a7fd1cc7dc,2020-05-30T20:26:06Z,New
c1340188-b88d-4191-bbf2-efb7420e4e4f,Electronic,Address Change,Low,Email,pharetra magna vestibulum aliquet,ut blandit non interdum in ante vestibulum ante ipsum,1c0dee95-c094-43d8-84b0-3aa1b692c828,16dd7c0f-fd01-4cb6-8b43-c3338967ef15,2020-06-12T06:21:07Z,Working
c6afdc25-4c51-4c96-b09e-e06b87f601f0,Other,Loyalty Scheme,Low,Email,pede posuere nonummy integer,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,3871d52d-3e9b-4fce-bd28-1f4afa156039,7d21f2e0-3a98-4201-8c39-927da4fffe61,2020-05-31T20:54:26Z,New
72acb77c-f012-4ac0-8507-769796dd0f95,Electronic,Feedback,Low,Phone,orci luctus et ultrices,lectus vestibulum quam sapien varius ut blandit non interdum in ante,4bfe6d7e-179c-4b19-bc67-89d98c94be5d,827f3104-0192-41db-9aa7-f607e2dc1cdf,2020-06-13T01:18:25Z,Working
b5eed7ab-b684-4c42-a238-9f0c14517b7c,Electrical,Installation,Low,LiveAgent,augue aliquam erat,rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede,a083552e-0b8e-4054-9718-55b77bf9d615,67fa83b4-c918-413d-9c20-e88b71103ab5,2020-06-17T01:36:03Z,Working
62266077-7a58-4fcd-a928-aa72aa91aa20,Electronic,Breakdown,Low,LiveAgent,eget elit sodales scelerisque,auctor gravida sem praesent id massa id nisl,5935df73-4740-4782-b7ac-06dda14543aa,59dbc172-77f7-4ace-b5ee-247a347e9dbd,2020-05-25T22:58:03Z,New
01066c42-228c-4f14-9ecb-873fb1e62a5e,Mechanical,Loyalty Scheme,Medium,LiveAgent,duis consequat dui,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit,6a796ec7-1fb7-4e4e-986d-9d8078392a56,e51834c0-dd6e-40af-9070-da9f7d91f68a,2020-06-21T12:13:11Z,Working
f158187e-e512-4b37-9a31-27742eca1c84,Mechanical,Loyalty Scheme,Medium,Social Media,etiam vel augue,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante,cdb8a49c-6120-48f5-8ece-f0c5eb2b8785,0ab69a90-00e1-4878-8292-647e6f225e74,2020-05-23T15:12:25Z,New
3af38b38-a9e0-4d91-a5cf-78cac956be1d,Other,Return,Medium,Social Media,vivamus vestibulum sagittis sapien cum,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget,8e8ba468-7e30-436b-a6ee-854a2c4ad851,cc71c09b-e88b-473e-826d-890ba6cf3fda,2020-06-17T03:26:37Z,Working
c6693633-3eb7-40ef-991b-029b800213b9,Mechanical,Loyalty Scheme,Low,Social Media,a libero nam dui proin,blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi,98e97e65-da7e-4bda-9b7f-642d58e49592,9a3c67bb-8cc7-4172-93da-cce024a103df,2020-05-19T11:14:46Z,New
f226de11-4d37-4820-a81b-cc2cc95d7391,Electrical,Other,High,Social Media,proin at turpis a pede,proin eu mi nulla ac enim in,a6a7e7e1-b409-47cb-bbbb-6c5bcb832523,d44d415b-bade-45c1-a9f6-868422781665,2020-06-13T15:36:43Z,New
272ca8a7-bdce-4884-8cc9-66cace68bfbf,Mechanical,Refund,Low,Web,id nulla ultrices,lorem integer tincidunt ante vel ipsum praesent blandit,dc21140c-fdd2-4307-98b4-fe979fd672d5,24f39878-cbb9-40a2-8c32-a011da130ac8,2020-06-03T00:04:53Z,New
11473f09-9b79-4d22-98f7-169f1e3f465c,Electronic,Refund,Low,Web,justo nec condimentum,amet lobortis sapien sapien non mi integer,32cbc0de-b7d1-4801-8c83-980c3a486112,b296e7b6-a5e8-48a0-879c-44e64cf841cf,2020-06-24T22:53:38Z,Working
9259f3ad-e138-4e2c-b875-0fafcca7e77e,Mechanical,Refund,High,ChatBot,proin eu mi nulla,interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis,4dd5247f-626e-40bb-b76e-26ab50d58a60,6e0ddd8f-e5cc-4556-80c8-39ed10a50148,2020-05-27T01:33:29Z,New
00e9947b-370b-45a2-a321-6e618d9d62d7,Mechanical,Breakdown,High,ChatBot,eu massa donec,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor,4871abf9-ac28-4e7b-acde-7ab6562f06aa,2311d4b2-2f76-4c87-97e2-837e2b1dd8c8,2020-06-10T02:44:37Z,New
bb7f7aad-00a4-4453-973b-5478bcca9fc8,Electronic,Feedback,Medium,Email,nisi vulputate nonummy maecenas,quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique,ddf6a514-91a8-4138-9d02-0264d13b161d,09dc44f7-a840-4072-9ff7-ed66d46b01cf,2020-06-22T12:29:25Z,Working
c2172d61-e5eb-427f-8633-f6a104401503,Mechanical,Installation,Medium,Web,cubilia curae mauris viverra,ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum,087f971f-6d64-416f-a8d9-37c01670a4e7,b8c320d6-e55a-4c3f-b566-8e1ec164f836,2020-06-14T03:41:47Z,New
0d901f68-2d43-48b0-bea4-67173c93e8e6,Mechanical,Installation,Medium,Phone,dictumst morbi vestibulum velit id,viverra dapibus nulla suscipit ligula,bc8cb5e6-1e25-4691-ae94-88ba9ee11365,6e0ddd8f-e5cc-4556-80c8-39ed10a50148,2020-06-20T03:40:40Z,New
f8f0b723-d410-45e6-ab7f-1ef9a4306415,Electrical,Other,Medium,Web,maecenas tristique est et,porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie,e7ebe5c9-3a64-4197-b2aa-37b2ce30f199,4bf57a66-d099-4419-a518-7049d508a0b5,2020-06-25T17:46:30Z,New
94e98552-b36a-416d-9a88-c47926da44fa,Electrical,Return,High,Phone,mauris eget massa,ut nulla sed accumsan felis ut at dolor,1891dc20-a074-4520-ac74-4614a31fb042,0b336200-010c-46c3-8030-cef644322470,2020-06-10T04:48:56Z,Working
0d06407a-9340-499e-bab3-e73372912c5b,Mechanical,Breakdown,Low,Email,dictumst aliquam augue,etiam vel augue vestibulum rutrum rutrum neque,a32ef888-faba-442f-acae-b6577ba245a2,967cfdd0-557a-4925-a52f-390caadf61f8,2020-06-23T11:13:15Z,Working
6c6a3c09-2fb2-46b9-ac29-d00dc0b5014c,Other,Installation,Medium,Email,justo nec condimentum neque sapien,leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis,4b81b715-0118-4cd7-8c96-410fe01a5930,c25b13e8-2523-4c45-aa78-a0e54c50cfaf,2020-05-24T11:02:27Z,New
5f252331-e5e9-4ac7-90de-c0394015d85d,Electrical,Loyalty Scheme,Medium,Email,sapien placerat ante,sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et,afa92828-8e16-457a-bf41-9504a8bd5875,73e28202-afbf-49f5-93c8-b888e36dab79,2020-06-29T20:59:18Z,Working
fa27fa26-b4b4-4095-9969-ce0a96d7c676,Electrical,Installation,Medium,Phone,justo etiam pretium,accumsan tortor quis turpis sed ante vivamus,a0f0b832-1f73-4139-af5c-2136b6ca2478,91bccde3-805e-4d60-b734-9dc9f0d36d65,2020-06-27T06:02:15Z,Working
cefc2c39-f807-4450-a775-51e4890458d2,Mechanical,Breakdown,Medium,Web,et ultrices posuere cubilia,accumsan felis ut at dolor quis odio consequat,32cbc0de-b7d1-4801-8c83-980c3a486112,7715ebb6-4934-4f3c-8437-9a4cc55f6c7e,2020-06-09T20:23:44Z,Working
e2b8319b-8a0b-4798-814f-9f352ad9ee92,Electronic,Billing,High,LiveAgent,suspendisse potenti cras in,tincidunt eget tempus vel pede,33b87dc8-4d4d-4880-a637-977e2795127f,2d477f79-f73b-4666-9194-ffcf74e06234,2020-06-18T10:49:15Z,New
c99f2fcb-031e-419f-9b72-9556fd1562db,Other,Return,Medium,Email,risus praesent lectus vestibulum quam,proin at turpis a pede posuere nonummy integer non velit donec diam,ebedd9bb-ab18-4db5-b285-a51ebf4fa573,7e217cee-0e15-47df-a7ee-af121e5ed687,2020-05-22T03:25:24Z,New
4711d491-a4fe-4a1a-b278-0ec6ebb85625,Electronic,Billing,High,LiveAgent,faucibus cursus urna ut tellus,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis,96cff5c6-04d8-480b-b017-de863d42cb8e,e36aa2b1-a240-4149-ae1f-e94e8a9b2d85,2020-05-30T03:57:05Z,Working
9322c01b-3a2d-4275-ab6c-2295ddecdbfb,Other,Installation,Low,Web,at nibh in,duis faucibus accumsan odio curabitur convallis,2b9f6822-d59a-40b3-8411-831b9ee84e5b,83c756c1-a320-495c-a6d0-0c0b65891066,2020-06-19T19:19:27Z,New
a007079b-ce4b-4f54-9437-55442cf7750d,Mechanical,Billing,Medium,LiveAgent,adipiscing elit proin interdum,dictumst aliquam augue quam sollicitudin vitae consectetuer,26f906f7-0919-4382-8c7e-91660ce92379,ff30e78c-d4d1-4884-bd0c-b264ab61e357,2020-06-19T08:03:52Z,New
5f90d914-f7e8-49ef-b265-7de32aa6ca86,Electronic,Equipment Design,Low,Web,et ultrices posuere cubilia curae,massa id lobortis convallis tortor risus dapibus augue,f1272e24-340c-455a-a7a9-49a7b3a6255f,9a62e860-03fd-4812-8dc0-92a8e149fb63,2020-06-21T05:27:25Z,Working
cf3fcca6-53ec-4e59-83d0-79f575a4a8e6,Electrical,Other,Low,LiveAgent,donec ut dolor,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc,54e4d274-c91c-4c88-b5fb-91530019cd25,d61abb21-e7af-40f3-be1e-043405a1b12a,2020-06-17T23:26:38Z,New
edea3ca0-04b3-4da2-abec-f92b710731d9,Electrical,Refund,Low,LiveAgent,non pretium quis lectus,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque,920328bb-83c6-4f55-9c76-acf91f913af0,4cb634e0-3a67-4130-b518-3db02cb000b1,2020-06-27T15:14:48Z,New
20e1b972-b4ff-4945-b9cb-59ddce39c08b,Other,Feedback,Low,LiveAgent,in magna bibendum imperdiet nullam,eu tincidunt in leo maecenas pulvinar lobortis est,ac642712-4e01-4d8f-a080-dd30eeefd40b,efb7df61-b427-422e-ae03-bbe2c013f6da,2020-05-27T23:48:47Z,Working
6f7b17c9-d299-42b4-824b-2a9f330fab9c,Structural,Breakdown,Low,Email,in sapien iaculis congue,ipsum primis in faucibus orci luctus et ultrices posuere cubilia,99f336ca-cb6a-49d7-b667-957ab31b118b,401841a4-3533-46e0-91f2-e04c813fcd69,2020-05-20T07:11:12Z,Working
08a10c0d-d2df-4fe2-88b1-f82eb3a8fa4d,Electronic,Breakdown,Medium,Email,sapien ut nunc vestibulum,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae,7a768067-52ad-4a1d-83f1-a92398a3a0ae,f7c48e54-cc87-4513-ba1f-7520665bc22a,2020-05-13T04:29:59Z,Working
5893bee9-845b-43be-b42b-089f40916668,Electrical,Return,Low,Phone,molestie sed justo,rutrum neque aenean auctor gravida sem praesent,e94b8abf-9034-4b0c-b10a-053e57fe53da,24d7434a-b587-4e42-a798-b9c96ca18df6,2020-06-10T09:31:40Z,Working
0c8b8b03-56d5-40d2-bd47-ea4c60e2b1f3,Electronic,Feedback,Medium,ChatBot,nulla nunc purus phasellus in,proin leo odio porttitor id consequat,cdb8a49c-6120-48f5-8ece-f0c5eb2b8785,889e2aed-c314-4a87-93c3-715f65305a8f,2020-06-01T21:21:38Z,Working
5a609bd0-8a29-4a98-b0ae-f7b54c8d6895,Electrical,Equipment Design,Low,Email,et ultrices posuere cubilia,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus,9c73655f-1960-49da-af95-abea5544b159,141c5e9b-2b45-4158-abfc-52d0a746d30d,2020-06-26T02:51:11Z,Working
91fa0122-f235-4b37-a9e2-e8adf14d3b63,Mechanical,Loyalty Scheme,Low,ChatBot,vehicula condimentum curabitur in,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam,e83d725a-307e-4064-988c-5f14ef3cd787,e432a372-be1a-40e1-9f7f-599c973c342f,2020-06-14T04:01:23Z,New
9ce5af9e-e072-4d95-a575-d116c71e5432,Electrical,Return,Medium,Phone,faucibus orci luctus et,ac est lacinia nisi venenatis,1891dc20-a074-4520-ac74-4614a31fb042,f9b448b5-ff52-4a47-b0c8-2df72a8b8a57,2020-06-26T13:29:03Z,Working
c097dc36-a509-4583-8da5-55eba4d57ad3,Mechanical,Billing,Low,Email,a feugiat et eros,malesuada in imperdiet et commodo vulputate,8b7b42f2-954c-4a5d-a71d-4a7cf0302ed6,006e88cf-8bf8-4f42-a848-592cd962032a,2020-06-20T17:44:36Z,New
f7c7a9bf-d768-42f8-8596-a910bdf46e51,Mechanical,Installation,Low,Email,sit amet justo morbi,egestas metus aenean fermentum donec ut mauris eget massa tempor,fc79d35f-ae5b-4414-b22a-94edd7baee1b,06228c04-ba1c-411e-b87c-0fa73e7ea86d,2020-05-23T02:21:27Z,New
d8b1e146-907d-4971-bcc1-4ef42c8e4c97,Mechanical,Installation,Medium,Email,justo in hac habitasse platea,amet lobortis sapien sapien non mi integer ac neque duis bibendum,316dea4f-7091-414d-ac25-234f0c13630e,5da2d458-0250-4ce1-b95c-21290386ff52,2020-06-01T16:20:54Z,Working
3e4b1971-61dd-4fc3-9e59-ddca31db2f7c,Electronic,Performance,Low,Social Media,id sapien in sapien,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis,a9ca0b13-c79f-4e47-b0d3-710b0f722899,89e457a8-8d7a-4e42-bc25-a18241f0a906,2020-06-03T12:35:56Z,Working
81ce4bef-dd9f-4844-a21a-701bde755ce1,Other,Refund,Medium,Social Media,amet sapien dignissim,vivamus tortor duis mattis egestas,b8399b7d-415a-4e72-8650-ee6ddf7993e2,e40aad44-c22c-407f-8475-fad8c80f85ec,2020-06-07T17:06:18Z,New
e7339563-a5df-47b0-a9c9-aa30d6712b5c,Mechanical,Equipment Design,Low,Social Media,ut at dolor,vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum,e5754877-1049-492f-985c-3a2cda306ee5,b448feae-90cd-4338-b55b-f42219b7e602,2020-05-22T16:23:54Z,Working
fb85f3de-3d0f-4d6d-add6-7753063ca312,Electrical,Other,Low,Web,duis bibendum felis sed,penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue,50c20c76-d181-4d7d-ba4e-acab37af1de5,7c0ecc55-8b58-40a7-b14a-422929fad9c8,2020-06-03T09:17:55Z,New
c75c075c-9479-4bb9-8c37-4cdd72fed430,Electronic,Performance,High,Phone,malesuada in imperdiet et commodo,ut nulla sed accumsan felis ut,b4679181-2a8b-4791-a779-20e9bbddba72,8a22d9e7-2e6f-45cb-905d-97946bd6767d,2020-06-15T10:14:19Z,Working
ae54cad6-6d8b-4e15-9a5f-d461dbf32a05,Electronic,Equipment Design,Low,Web,odio cras mi pede,vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in,4e3f0288-47a9-44b1-b658-88086c874fda,4e99de99-d6cd-4f7c-a32e-309e08b0bbf8,2020-06-12T16:16:35Z,Working
b55702ab-d9a2-4bf8-9097-116fbd352efd,Mechanical,Return,High,Phone,donec dapibus duis at,mauris vulputate elementum nullam varius nulla,9c991823-fa43-47c1-afe5-35cf9f658a56,e9a07b10-2833-4b90-a79d-f933aae53dc2,2020-06-08T04:01:54Z,Working
a4a22aaf-f3ba-45ba-b564-1396a562e230,Mechanical,Refund,Low,Email,in porttitor pede,duis aliquam convallis nunc proin at turpis a pede posuere nonummy,6da77709-3b13-47eb-8d3f-31f968482de0,f7c48e54-cc87-4513-ba1f-7520665bc22a,2020-06-24T22:31:39Z,Working
889f0192-edd3-4d91-a32e-a5d23e1218b2,Electronic,Loyalty Scheme,High,Social Media,facilisi cras non,mauris sit amet eros suspendisse accumsan tortor quis turpis,60f69ddb-3cdc-421d-b98c-25cf9d6115e4,c37efc46-4f3f-4501-af43-f012fe44df1c,2020-05-27T23:59:53Z,Working
d08734da-264a-435b-bfe1-0777203e227e,Electrical,Billing,Low,Web,velit donec diam neque,felis ut at dolor quis odio consequat varius integer,48fa04cf-89d6-4050-8d29-1f858614fb24,e29ffd70-9d93-41c8-ad96-fb7878360ea2,2020-05-31T22:17:51Z,New
e0870254-7ad8-4eda-b192-3e2e224a5768,Mechanical,Performance,Low,Web,interdum in ante vestibulum ante,ac nulla sed vel enim sit amet nunc viverra dapibus,7981e000-80f8-4c14-b342-ceffd1bb0b93,5d195df7-58e3-47ba-ab14-cb32f139da9c,2020-05-31T12:03:23Z,Working
c3bba902-80a9-4469-a553-e0cb8f07cfca,Other,Address Change,Low,LiveAgent,orci luctus et ultrices,ut suscipit a feugiat et eros vestibulum ac est lacinia,dd2d3458-d50c-4559-9fcf-c6d94b32f140,8e578e0c-b073-4a20-87d0-c8f582c92fbf,2020-05-24T12:17:38Z,New
84662193-f23b-4ccc-ba47-867c1e4e1368,Electrical,Feedback,Low,Email,orci eget orci vehicula condimentum,in quis justo maecenas rhoncus aliquam lacus morbi quis tortor,ce4a389d-5d57-441b-be5a-53d2ce41b227,89e457a8-8d7a-4e42-bc25-a18241f0a906,2020-05-21T10:01:50Z,New
3d74a750-2ef7-45df-b59c-b799be7de039,Electronic,Loyalty Scheme,Low,Phone,suscipit nulla elit ac nulla,semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat,6f8a583e-d5a2-4eb1-83ff-14322c62b989,b02fb2cf-ec58-4553-8043-0675558d8cc3,2020-06-01T17:13:00Z,New
92e4bd7b-7b7a-4461-8e99-347768255720,Electrical,Loyalty Scheme,Low,LiveAgent,dapibus duis at velit eu,in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean,bbc6dcdc-dca7-43fb-88be-40bda9febce0,57066f04-1bcb-4757-9151-d47e527e794b,2020-06-03T14:30:16Z,New
ad86be24-73bf-4dc8-a0ad-5e7c7d2d5bc2,Mechanical,Breakdown,Low,ChatBot,ipsum ac tellus,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla,3e0226e8-207c-493f-ad99-2734d77e2abb,5f306056-7581-42b1-b78a-68b1d51fe06d,2020-06-23T23:10:43Z,New
d988ae20-cc0d-4719-983b-8ada8160bf4b,Electrical,Loyalty Scheme,Medium,Phone,euismod scelerisque quam turpis,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis,168336e6-84fb-4816-b2e4-e26b65a288b1,4e8f5162-b75e-4b73-b721-4f39329a74c3,2020-05-23T08:08:51Z,Working
d1de2783-ca2a-4c66-a604-f46a8572651a,Structural,Installation,Low,Social Media,donec ut dolor,elit proin risus praesent lectus vestibulum quam,b93c6af6-e00b-4892-a738-5c47da6552cb,c55fd324-e777-4bd7-b4e0-c480c064f4de,2020-06-04T23:42:09Z,New
920c048b-4ece-43fc-8065-c1c9a4389e71,Mechanical,Installation,Medium,Phone,turpis enim blandit mi,quis orci eget orci vehicula condimentum curabitur,3dbb0666-1ced-42bc-8a43-4adaaea1e2f5,3605bac5-c4b0-45c9-9ae3-8a5854dc145c,2020-06-16T13:04:47Z,New
45d73264-2a12-4285-a802-6eecfbee3052,Mechanical,Billing,Low,Email,risus praesent lectus vestibulum quam,ultrices vel augue vestibulum ante ipsum primis,7f22a726-6e72-4bdb-8681-288849222f41,6fef0dec-e690-4c85-a6fb-30b428fb0d1f,2020-05-23T17:21:51Z,New
910e0ce1-f305-4a04-ae6f-87eac7cd97c3,Mechanical,Installation,Low,Email,duis at velit eu,interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum,7371475f-c741-4761-80ff-7a1e69a381e0,3c88c6e5-3151-4c30-965e-ac89d68c2444,2020-06-21T00:00:58Z,Working
f127a077-a010-4b27-9374-de156e4c7c33,Electrical,Loyalty Scheme,Medium,ChatBot,suscipit ligula in lacus,id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec,03db6882-e79e-4ef7-b195-7eaa429afe9c,8c9cf148-0051-41e4-a0ac-22aa70c88420,2020-06-29T03:36:34Z,Working
f577b95b-6280-4902-b48f-1eecc8453b6a,Electronic,Installation,Low,LiveAgent,felis ut at dolor,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec,9c991823-fa43-47c1-afe5-35cf9f658a56,37206b79-b31c-42ff-bdbb-11686daf5590,2020-06-09T09:17:37Z,Working
f6b19241-9731-4b07-a010-b15ba93a7149,Electronic,Equipment Design,Low,LiveAgent,urna ut tellus nulla,accumsan felis ut at dolor quis odio consequat varius,cdb8a49c-6120-48f5-8ece-f0c5eb2b8785,d7f8433b-18a7-4f83-9565-8c1880041e3c,2020-06-10T04:58:02Z,New
eb6e7e22-b588-4f62-9e42-e918038d8765,Electrical,Breakdown,Low,Web,molestie sed justo pellentesque,congue etiam justo etiam pretium,acbf80d4-0c0b-4373-8b10-42cdd919cb4e,54d8571a-c7ab-4b6f-b556-3ed2e289f97c,2020-06-12T03:10:27Z,New
61e8ed93-7510-44bb-8361-d63f470712d4,Mechanical,Address Change,Low,ChatBot,quisque erat eros viverra eget,ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci,5c512423-dd2c-4b44-b26f-30a527656890,1d621334-8006-4e4c-9976-700429444d4b,2020-06-02T12:54:48Z,New
