External_Id__c,Type,Reason,Priority,Origin,Subject,Description,Account.External_ID__c,Asset.External_ID__c,IsEscalated,Status,ClosedDate,CreatedDate
27078da5-98cb-4435-960e-617864dc7634,Electrical,Refund,Medium,Web,curabitur at ipsum ac,curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu,ef2413ca-2bfe-45c0-a1af-5cf054745b18,3af43185-cc19-488b-b6f0-003779104848,FALSE,Closed,2019-08-15T00:00:00.000Z,2019-07-20T00:00:00.000Z
61f72465-6ee2-42a0-90fb-bf0610e50de5,Electronic,Refund,Low,Email,in imperdiet et commodo vulputate,suspendisse potenti nullam porttitor lacus at turpis,5935df73-4740-4782-b7ac-06dda14543aa,4f6f7ed0-5d9f-4033-a199-caa2026797ad,FALSE,Closed,2019-12-25T00:00:00.000Z,2019-12-19T00:00:00.000Z
a884f708-2bdd-4a81-94ea-13d08d567846,Other,Performance,Low,ChatBot,condimentum curabitur in,non mi integer ac neque duis bibendum morbi non quam,96cff5c6-04d8-480b-b017-de863d42cb8e,bb332f91-c872-4b10-9004-2b986788d4eb,FALSE,Closed,2019-04-24T00:00:00.000Z,2019-04-02T00:00:00.000Z
ed4d61c1-f0a6-42d6-aa9b-3d44e66c7e2a,Electrical,Billing,High,Phone,dui proin leo,velit vivamus vel nulla eget eros,b431fca7-577a-43d3-9a5c-faf36b740de8,9fba28d2-763f-46d5-b1d1-d397f9e0285f,FALSE,Closed,2019-08-05T00:00:00.000Z,2019-07-20T00:00:00.000Z
c04c48b2-198c-449d-a005-ae4ad80740b3,Electrical,Breakdown,Low,Email,enim leo rhoncus sed,a libero nam dui proin leo odio porttitor id consequat in consequat ut,cfc9247b-41d3-40f1-8287-50bcfa9f674f,a2c95909-d673-4ebd-85cb-84c72997c032,FALSE,Closed,2020-04-30T00:00:00.000Z,2020-03-28T00:00:00.000Z
070cd9e5-ffe3-4bf5-8806-83f517f752ef,Mechanical,Feedback,Low,LiveAgent,eget congue eget semper rutrum,sed justo pellentesque viverra pede,e83d725a-307e-4064-988c-5f14ef3cd787,549baaf4-d27d-425c-a003-f6968d3b166a,FALSE,Closed,2020-01-17T00:00:00.000Z,2019-12-14T00:00:00.000Z
d499842a-415a-49e2-a3b5-99c25a45b91d,Electrical,Other,High,Email,auctor gravida sem,dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum,ef2413ca-2bfe-45c0-a1af-5cf054745b18,8a421cbd-998d-4bcb-9259-85d177ffa0b0,FALSE,Closed,2019-05-25T00:00:00.000Z,2019-04-24T00:00:00.000Z
1d7486de-e267-40cb-8bb2-8ff82687fc8a,Electronic,Refund,Low,Social Media,integer pede justo lacinia,mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis,aa45ce8a-7035-4fe8-a03c-97a01bc78655,82168b25-f44d-458d-84c2-f9872f073ae4,FALSE,Closed,2020-06-10T00:00:00.000Z,2020-05-31T00:00:00.000Z
37940d50-cd94-4ce4-8c7c-fda5c58850f8,Electronic,Loyalty Scheme,Low,Web,lacinia nisi venenatis tristique,ante ipsum primis in faucibus orci luctus et ultrices,85459fc7-7d67-4207-8794-5e4e5ce7717d,16692463-de5b-47ce-bf40-7ea7610801b3,FALSE,Closed,2019-07-21T00:00:00.000Z,2019-07-18T00:00:00.000Z
e453add4-9038-4918-a823-8c6b319f777d,Mechanical,Other,Low,Phone,mi nulla ac enim,nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed,60f69ddb-3cdc-421d-b98c-25cf9d6115e4,4794d942-e5f7-4483-b512-750fde0d81d7,TRUE,Closed,2020-04-06T00:00:00.000Z,2020-03-04T00:00:00.000Z
05f0ba5c-62fe-4aa4-adb8-7baf4631ef2b,Electrical,Return,Low,ChatBot,ultrices enim lorem ipsum,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget,0599e6dd-5be1-4706-8019-8e0ffc98d766,96905635-58e4-42cd-8779-ffb32c6f368f,FALSE,Closed,2020-03-07T00:00:00.000Z,2020-03-03T00:00:00.000Z
33a3a6a1-0826-4dc2-b230-536992a6fb4e,Other,Refund,Low,LiveAgent,bibendum imperdiet nullam orci,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,4c195b32-6982-4c43-933e-18ef3ddbdf78,5d7e5085-4d5e-47f0-93c7-c624f69757ce,FALSE,Closed,2020-01-03T00:00:00.000Z,2019-12-19T00:00:00.000Z
3bba57a3-5f99-48eb-baa9-554b23f8a140,Electrical,Refund,Low,Email,pede justo eu massa,nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa,4dd5247f-626e-40bb-b76e-26ab50d58a60,489cdc89-d088-4f60-989a-9a80be87c3e3,FALSE,Closed,2019-09-28T00:00:00.000Z,2019-09-15T00:00:00.000Z
a76fd1fe-8748-46a8-bc10-d6d99cb549ca,Mechanical,Feedback,Medium,LiveAgent,luctus tincidunt nulla mollis molestie,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus,f7b74adc-8f1a-4a0d-9b32-43801912a87c,3c88c6e5-3151-4c30-965e-ac89d68c2444,FALSE,Closed,2019-12-15T00:00:00.000Z,2019-12-08T00:00:00.000Z
a9acaec9-b158-4c60-aee2-f6cee344b642,Electronic,Billing,Medium,Email,tristique fusce congue diam id,aliquet massa id lobortis convallis tortor risus,f5647165-a39b-4808-b793-cfb31eef2d85,d9de6607-5a65-4063-91ba-5a90381c3956,TRUE,Closed,2019-11-16T00:00:00.000Z,2019-10-18T00:00:00.000Z
4915e9cd-0e9a-406f-b5aa-caf2b0ef3527,Electronic,Other,Low,Web,morbi non lectus,ac tellus semper interdum mauris ullamcorper purus sit amet nulla,282ebfc0-100d-4ce8-8397-e4b2a0d7dcc7,c9401f6c-e119-4277-8f10-506556e11215,TRUE,Closed,2019-02-12T00:00:00.000Z,2019-01-08T00:00:00.000Z
2a4a491c-6810-4a79-95c5-18fa7abf4055,Other,Other,Low,LiveAgent,at velit vivamus vel nulla,diam neque vestibulum eget vulputate ut ultrices,f4b89bf2-705b-4bb1-bff6-88fbdc4ab007,2e166ca5-ada1-4cbc-8370-edc3937ed2f6,FALSE,Closed,2020-04-27T00:00:00.000Z,2020-04-09T00:00:00.000Z
4d77daf8-42d5-4e37-ba7d-6079bb3bc29f,Mechanical,Refund,Medium,Email,nullam molestie nibh,curae donec pharetra magna vestibulum aliquet ultrices erat,ade1f742-99cc-4333-9dc4-b969961f86e2,5d7e5085-4d5e-47f0-93c7-c624f69757ce,FALSE,Closed,2020-03-10T00:00:00.000Z,2020-02-28T00:00:00.000Z
671ed036-73e0-438f-a634-3fa486989f4c,Mechanical,Installation,Low,LiveAgent,porttitor lacus at turpis,in felis eu sapien cursus vestibulum proin eu mi nulla ac,282ebfc0-100d-4ce8-8397-e4b2a0d7dcc7,e102f83c-f115-482a-aa3a-e4bee5ce59ce,FALSE,Closed,2020-01-01T00:00:00.000Z,2019-12-17T00:00:00.000Z
4c34f499-4a60-47e0-a738-b0bbb60dc60e,Electrical,Loyalty Scheme,Low,LiveAgent,etiam faucibus cursus,rutrum rutrum neque aenean auctor gravida,9e9b56e7-ff0d-448a-bad2-b81853b2c5f4,79e3be5c-9b46-4ce2-a99f-cdf2eb6fa30d,FALSE,Closed,2020-03-10T00:00:00.000Z,2020-02-22T00:00:00.000Z
1d8dd6be-5a36-4808-b89e-0f10b3101092,Mechanical,Performance,High,Email,eu est congue,mauris sit amet eros suspendisse accumsan tortor quis,5935df73-4740-4782-b7ac-06dda14543aa,f1e4a906-236e-4cff-9186-14b846a2a1e7,FALSE,Closed,2019-10-27T00:00:00.000Z,2019-10-04T00:00:00.000Z
214e6272-9a7b-4ab2-b64f-9a1ea8eb40cb,Electronic,Installation,Medium,LiveAgent,adipiscing elit proin risus,eu interdum eu tincidunt in,405dd836-4f28-44e5-a4a4-f24ef9a4ce96,03a77478-5a84-4da4-9d5f-7b9b2b0b4b5a,FALSE,Closed,2020-06-16T00:00:00.000Z,2020-06-10T00:00:00.000Z
81625269-a937-4601-9e3b-cd6fe9090e8d,Mechanical,Installation,Medium,Phone,donec pharetra magna vestibulum aliquet,in leo maecenas pulvinar lobortis est phasellus sit,a9f17e6c-4f48-4a68-9556-fcd29eaf69db,ec0bbd79-1289-4c2f-9a0c-a09fe23a184d,FALSE,Closed,2019-10-05T00:00:00.000Z,2019-09-26T00:00:00.000Z
6259456a-1edc-4a5e-87e4-b5067a6b3c6d,Electronic,Installation,Low,Social Media,purus aliquet at,quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique,2b9f6822-d59a-40b3-8411-831b9ee84e5b,75622e7e-bb4c-4a70-ae18-85827187e0c8,TRUE,Closed,2019-02-11T00:00:00.000Z,2019-01-11T00:00:00.000Z
87b87e0d-4aae-49e0-b990-45406e05666d,Electronic,Loyalty Scheme,Low,Web,phasellus id sapien in,augue vestibulum ante ipsum primis in faucibus orci luctus et,4eb7392d-5f2d-48b9-b4dd-b3fa840b96df,d8f82447-79ad-4184-9294-fc33730efc2c,FALSE,Closed,2020-06-04T00:00:00.000Z,2020-05-11T00:00:00.000Z
9b88c5e0-a8f2-4502-8994-6501e06ea5ec,Mechanical,Breakdown,Medium,LiveAgent,purus eu magna vulputate,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum,b311877a-7549-445c-a6a4-6eb79fb67531,9f54cd36-7e90-45e6-a333-fe2d6be9576a,FALSE,Closed,2019-11-19T00:00:00.000Z,2019-10-20T00:00:00.000Z
a993c8b1-6b64-46b5-bf91-18ae7a435c27,Mechanical,Breakdown,Low,LiveAgent,montes nascetur ridiculus mus vivamus,dis parturient montes nascetur ridiculus mus etiam vel,d2813004-6444-4882-b75a-736f39c216f9,4627957e-4a72-496a-9dca-86d3295f39b3,TRUE,Closed,2019-05-15T00:00:00.000Z,2019-04-10T00:00:00.000Z
2973b452-9321-4a1e-8f94-332a472b47aa,Mechanical,Other,Low,Social Media,leo odio porttitor id consequat,nunc commodo placerat praesent blandit nam nulla integer pede,ff5db977-e3e5-4497-a377-9353d01b579c,54d1c034-bd9f-458f-9c88-5efc84dcefc0,FALSE,Closed,2019-12-30T00:00:00.000Z,2019-12-15T00:00:00.000Z
33d3db07-679c-45c6-8c75-590195b98338,Electrical,Performance,Low,Web,enim leo rhoncus sed vestibulum,eleifend donec ut dolor morbi vel lectus in quam,75cef7bb-6ca0-4578-8507-4cfa34d04568,277ffd42-09ac-4274-af9a-8961b0bacdae,FALSE,Closed,2020-04-24T00:00:00.000Z,2020-04-17T00:00:00.000Z
a4885140-ddde-4657-9a06-bf3bcd07ed0d,Mechanical,Equipment Design,Low,LiveAgent,varius integer ac leo pellentesque,sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis,c6173e1c-4fe9-4dd0-b253-15bd57db9c9d,4fbc67c4-b86b-4e28-8f67-e089da112c54,FALSE,Closed,2020-06-17T00:00:00.000Z,2020-06-02T00:00:00.000Z
385a3c93-ad8c-4f65-b2d3-227acf60a6f9,Mechanical,Performance,Low,Web,eros viverra eget congue,id consequat in consequat ut,dbdfbfdd-5807-4b5e-be9f-c6edfad8620a,ae7aedf9-fc45-418b-81b6-9e633133acc9,FALSE,Closed,2020-01-12T00:00:00.000Z,2020-01-02T00:00:00.000Z
748c3af8-4fc1-409d-a2d8-f80a7ae7d480,Electrical,Feedback,Low,LiveAgent,ut massa quis,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci,aa6ecaf1-e897-4812-bf88-98c2752d9da0,58fd7b01-da87-407a-8421-9a8a3a3a4e25,FALSE,Closed,2019-02-21T00:00:00.000Z,2019-02-02T00:00:00.000Z
2c42c08f-f0d6-43a9-9059-e3ea7a8ae19f,Mechanical,Feedback,Medium,Email,quam pharetra magna ac,congue eget semper rutrum nulla nunc purus phasellus,4eb7392d-5f2d-48b9-b4dd-b3fa840b96df,1468bced-8f9f-4de2-99ed-7a2acecd92ba,FALSE,Closed,2020-02-08T00:00:00.000Z,2020-01-30T00:00:00.000Z
99d879db-5b02-415e-a4ba-c42a0b91ae41,Mechanical,Address Change,Medium,Email,aliquam non mauris,consectetuer adipiscing elit proin interdum mauris non,e5754877-1049-492f-985c-3a2cda306ee5,2b1952a0-a5fa-48ae-8cbd-8ba957a01517,FALSE,Closed,2020-03-03T00:00:00.000Z,2020-02-21T00:00:00.000Z
c5ebc0a9-8682-4044-b46e-72199243693c,Mechanical,Other,Low,Web,ipsum dolor sit amet consectetuer,quisque porta volutpat erat quisque erat,eea632b4-aa55-430d-b1a2-484e6f43698f,8019c609-5c4f-45c0-afb3-fb623e3a1ad4,FALSE,Closed,2019-07-31T00:00:00.000Z,2019-07-16T00:00:00.000Z
b5fdb04b-c021-4b27-9bbc-ee5ac577547b,Structural,Other,Low,Email,lacinia nisi venenatis tristique,eu orci mauris lacinia sapien,ad37a6f4-9c99-4f4d-ac71-8946d58edb96,a86cb038-74fa-49e7-82ed-04e3d271c046,FALSE,Closed,2019-09-15T00:00:00.000Z,2019-08-30T00:00:00.000Z
7802afe0-cc04-49e8-9c52-0d85d7187baf,Mechanical,Loyalty Scheme,Medium,Social Media,eget rutrum at,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla,9bc2d33f-73a6-48de-8a65-febf34e39db6,a8534e60-c6a2-428b-91e8-f32b3875087f,FALSE,Closed,2019-09-17T00:00:00.000Z,2019-09-13T00:00:00.000Z
f61a9fe2-174d-48f8-b188-dc51272a7d42,Structural,Billing,Low,ChatBot,sodales scelerisque mauris,varius integer ac leo pellentesque ultrices mattis odio donec vitae,48fa04cf-89d6-4050-8d29-1f858614fb24,74a7147e-9572-43cf-906d-144e44f304d6,FALSE,Closed,2019-04-01T00:00:00.000Z,2019-03-23T00:00:00.000Z
f8fad152-6977-40c1-ad7d-1ee614e7b2e7,Electrical,Feedback,Low,Email,vel sem sed sagittis,augue quam sollicitudin vitae consectetuer eget rutrum at lorem,7919573e-2bb3-48b9-b21b-13eafb70fe56,f7ce7d5c-f67f-4221-bd5f-d47bcccc578e,FALSE,Closed,2020-03-21T00:00:00.000Z,2020-03-16T00:00:00.000Z
494eb235-a1cf-4139-90f5-a7bab47c5f8b,Electronic,Breakdown,Low,Phone,nam nulla integer pede,turpis a pede posuere nonummy integer,67499c24-bf2b-48f0-b88e-805b64bd5eb8,4ab9f520-82f9-4cfb-a5a0-ef9fd1562e56,FALSE,Closed,2019-07-11T00:00:00.000Z,2019-07-07T00:00:00.000Z
2a45e246-9311-4508-818e-7f9c256a1f40,Mechanical,Installation,Medium,Social Media,eget rutrum at,dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices,0f907c71-0c50-4826-b217-4073ad1e84da,61e3a60d-97e7-4b8c-878e-56919d337227,TRUE,Closed,2019-05-01T00:00:00.000Z,2019-03-29T00:00:00.000Z
afd1db56-7c76-461a-ab5e-1d13ba28b2b1,Other,Return,Low,Social Media,nullam porttitor lacus,vel augue vestibulum ante ipsum primis in faucibus orci luctus et,8436b0e9-f903-47d1-bd96-c655a0a4d3f1,24d7434a-b587-4e42-a798-b9c96ca18df6,TRUE,Closed,2019-04-11T00:00:00.000Z,2019-03-05T00:00:00.000Z
bdf99bc1-d95b-411a-9944-2d0c7ef6dcc0,Electronic,Feedback,Low,Social Media,nisl nunc nisl duis,curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum,990035da-3bb2-4ffd-8ad2-c2fe5c32a25b,b964a79a-7ed5-4aed-b404-9d3c54d3ad5c,FALSE,Closed,2019-02-18T00:00:00.000Z,2019-01-18T00:00:00.000Z
72329211-4f78-49d8-9316-6f524fdc2899,Electronic,Equipment Design,Low,ChatBot,ut at dolor quis odio,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique,7c9401e5-865c-4ace-b999-54d7b505bbba,de936420-cb5c-436f-b206-f7324162e684,FALSE,Closed,2019-12-09T00:00:00.000Z,2019-11-15T00:00:00.000Z
1b98c2c0-5a81-4da7-a4fd-2dcc8b98dd02,Electrical,Refund,Low,ChatBot,iaculis congue vivamus metus,curae donec pharetra magna vestibulum aliquet ultrices erat,33b87dc8-4d4d-4880-a637-977e2795127f,fe88038c-1b88-4519-ba32-c799cf09144c,FALSE,Closed,2019-03-06T00:00:00.000Z,2019-02-10T00:00:00.000Z
f56568fc-51d7-445e-ad38-6f1f79f7ac7e,Mechanical,Refund,Medium,Social Media,cubilia curae donec,eu magna vulputate luctus cum sociis natoque penatibus et magnis,61749e18-761c-4874-9137-a094b29601b1,c2018bea-d4d2-43e7-8381-dbc09328321e,FALSE,Closed,2019-05-11T00:00:00.000Z,2019-04-15T00:00:00.000Z
8dfbf141-0955-4c8a-a4f5-f74f6ca9739d,Electrical,Return,Low,Social Media,mus etiam vel,felis sed lacus morbi sem,06d68cd8-3866-4266-bef4-ab15a1e7735d,c5ef4ce9-b6ab-4005-ac07-8920ffc0f985,FALSE,Closed,2019-08-25T00:00:00.000Z,2019-08-05T00:00:00.000Z
2b38b30c-3642-4fe5-8192-60bc2bc3e359,Electronic,Breakdown,Medium,Email,donec ut dolor morbi vel,tempor convallis nulla neque libero convallis,c9fdb354-467c-42bf-99b1-779a9fce7797,5b351d41-d877-4184-871a-62077f86b4b1,FALSE,Closed,2019-01-07T00:00:00.000Z,2018-12-15T00:00:00.000Z
2cde5aae-d5a4-4c02-b609-33ac6a47a08f,Electronic,Other,Low,ChatBot,et ultrices posuere cubilia,vel ipsum praesent blandit lacinia erat vestibulum,5a007ece-5479-457c-bb1d-53c1696cbde6,160f4b50-988e-4814-9d8c-373ac6501131,FALSE,Closed,2019-11-29T00:00:00.000Z,2019-11-12T00:00:00.000Z
d5876515-4a5c-40bb-8ad9-269ddbfced33,Mechanical,Installation,Medium,LiveAgent,eget nunc donec quis orci,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam,7981e000-80f8-4c14-b342-ceffd1bb0b93,03fe967e-e57b-4ca0-be57-c2938c30d7f8,FALSE,Closed,2020-06-03T00:00:00.000Z,2020-05-13T00:00:00.000Z
243e4525-97fd-4e64-8cb8-cfb022ce6bd3,Mechanical,Performance,High,Web,molestie sed justo pellentesque viverra,lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus,5d1d7589-033b-464a-956a-37285d64f872,aae75253-ee84-495b-a18b-f469667992e4,TRUE,Closed,2020-03-31T00:00:00.000Z,2020-02-23T00:00:00.000Z
6beb06b8-762b-4221-9ca7-7cbcc78ef640,Electronic,Breakdown,Low,Email,iaculis justo in,odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis,e42018e8-5666-49d5-8daa-e45597119419,5838c274-dbbf-43a3-a92d-d3e3e3f3ae1b,FALSE,Closed,2019-09-05T00:00:00.000Z,2019-08-01T00:00:00.000Z
b55c9c22-8fd6-4625-8e69-f56513cb6cd7,Mechanical,Loyalty Scheme,Low,Email,orci luctus et,eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing,44596781-9a58-494f-a647-2ca6f01f9a23,51b496cc-b527-4f3e-9c6c-b1d2240afd9b,FALSE,Closed,2020-01-17T00:00:00.000Z,2019-12-21T00:00:00.000Z
7a6f3f03-f087-4097-849f-07e7ff3e8dd3,Electrical,Billing,Medium,LiveAgent,volutpat sapien arcu sed augue,sapien urna pretium nisl ut volutpat sapien arcu sed augue,4eb7392d-5f2d-48b9-b4dd-b3fa840b96df,17d09b24-140e-41e1-9e5b-f64822a812e7,TRUE,Closed,2019-03-28T00:00:00.000Z,2019-02-19T00:00:00.000Z
9d3027d0-854c-4135-9745-12f72f83b613,Mechanical,Equipment Design,Low,Social Media,odio elementum eu,cras in purus eu magna vulputate luctus cum sociis,f745ad2e-67e8-4304-bad7-281d14931f15,7944eafc-89ba-478e-b722-9cb32dda85c0,FALSE,Closed,2019-12-16T00:00:00.000Z,2019-12-08T00:00:00.000Z
950cbe81-7bc6-4219-b2b2-d11c2caf6234,Other,Breakdown,Low,ChatBot,tortor quis turpis sed ante,donec odio justo sollicitudin ut suscipit a feugiat,74f3cdca-cd68-4973-bb18-01be1530bc4d,b0d4f023-5929-411b-9498-cd73b2f33c16,FALSE,Closed,2020-01-23T00:00:00.000Z,2020-01-15T00:00:00.000Z
ade97b99-5ae1-4da3-bcb0-fadbaf2a3984,Structural,Refund,Low,Social Media,convallis nunc proin,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi,dd2d3458-d50c-4559-9fcf-c6d94b32f140,f2b0d5a2-1f0c-48ef-8d2c-758cd1a7a52b,FALSE,Closed,2020-04-13T00:00:00.000Z,2020-03-07T00:00:00.000Z
c6cace9f-9900-4d42-a6cb-1b1fa67e9904,Electronic,Refund,Low,Social Media,et magnis dis parturient montes,rhoncus dui vel sem sed sagittis nam congue risus,d2813004-6444-4882-b75a-736f39c216f9,41a2bc3b-63e7-4f52-81cf-b58d2e7bd583,TRUE,Closed,2020-04-29T00:00:00.000Z,2020-03-22T00:00:00.000Z
eb6f776c-879b-49bc-9179-281d5c936130,Electrical,Billing,Low,Phone,blandit mi in porttitor pede,lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh,952f5af7-43ae-437c-8693-59dbb91150aa,9ee26a87-3d6e-4ab1-af66-651e31e0c7ed,TRUE,Closed,2020-04-07T00:00:00.000Z,2020-03-04T00:00:00.000Z
36d9e74c-2eeb-4c93-a5e1-e4bb447f3a3f,Electronic,Performance,High,Social Media,augue quam sollicitudin vitae,luctus nec molestie sed justo pellentesque viverra pede ac,6a796ec7-1fb7-4e4e-986d-9d8078392a56,c1278dfc-933b-425b-865c-889089b6f490,FALSE,Closed,2019-10-08T00:00:00.000Z,2019-09-28T00:00:00.000Z
9e7ede76-3927-416d-be8b-efe227d1e1a5,Electrical,Other,High,Social Media,magna at nunc,turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit,a6a7e7e1-b409-47cb-bbbb-6c5bcb832523,f7ccd8c5-f125-4793-8fd1-278a20efd4a9,FALSE,Closed,2019-09-20T00:00:00.000Z,2019-08-26T00:00:00.000Z
b2463d37-2dba-47f6-9944-d17eaa2dcd21,Electrical,Breakdown,Medium,Web,turpis integer aliquet,pulvinar nulla pede ullamcorper augue a suscipit nulla,ff50195a-97a2-48fe-8b9c-59750db20e10,9975d915-b7f5-4bcf-bf6c-60da02aba37e,TRUE,Closed,2019-05-21T00:00:00.000Z,2019-04-15T00:00:00.000Z
98690372-a7dd-4413-ad58-64376c290b71,Mechanical,Feedback,Low,Email,vestibulum aliquet ultrices erat,faucibus orci luctus et ultrices posuere,cf9c0daa-9dc2-40d5-9e1a-e860ad420b47,7346e8fc-6bf2-43b0-b2a5-2a2f42e60ad1,FALSE,Closed,2019-01-06T00:00:00.000Z,2019-01-01T00:00:00.000Z
e3761797-35d2-483a-bbae-aacaf31d61de,Electrical,Return,Low,Social Media,morbi non lectus,quis turpis eget elit sodales scelerisque mauris,44596781-9a58-494f-a647-2ca6f01f9a23,7ba65f65-4e49-4c9b-9c0d-8c34baf85448,FALSE,Closed,2019-09-10T00:00:00.000Z,2019-08-05T00:00:00.000Z
530eabe9-6531-4f72-9b58-d2b56ef2029a,Mechanical,Refund,Low,Web,augue quam sollicitudin vitae,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi,85f68627-79da-41ae-bc72-249c25c643b4,0201e26f-2fcd-41b4-a4b1-fcbc263b0a4b,FALSE,Closed,2019-08-06T00:00:00.000Z,2019-07-13T00:00:00.000Z
