Product_Family__c,Product_Sub_Family__c,External_ID__c,Name,Account.External_ID__c,Device_Status__c,PurchaseDate
Electronics,Surveillance,859c9b85-34e4-4cd0-8216-40b1742d12dc,Electronics - Surveillance - 23862,ec2c0e60-9a0e-457c-beb0-3e71f3109a40,Paused,2018-03-07
Electronics,All-in-One,c548edf3-a8ed-4c9e-a274-c27d04fb83f6,Electronics - All-in-One - 16948,0599e6dd-5be1-4706-8019-8e0ffc98d766,Online,2019-06-22
Electronics,Speakers,7e5510e1-fcf1-4b99-827f-3ffffd4f85d9,Electronics - Speakers - 14346,5c1a077d-d1d9-4b6f-a37c-d8a9703751d8,Offline,2018-11-22
Electronics,All-in-One,cd01eb24-c29b-45c9-8f44-57c00442b76c,Electronics - All-in-One - 16621,de0634a4-c1f7-4840-a33e-61d472708727,Standby,2018-07-10
Electronics,Surveillance,42681a45-1279-440b-89be-9a1d33e86038,Electronics - Surveillance - 14923,4f83200c-4ad2-4acd-b375-c2b8c42c31e5,Standby,2020-03-11
Electronics,Surveillance,4e7c3fb7-d5b9-4ad5-939a-f78d5f59ad68,Electronics - Surveillance - 18635,ae1b3efb-2aea-46ec-9799-c84aae406961,Standby,2019-07-08
Electronics,All-in-One,82b5f82a-0018-40a9-aec5-f98268a62408,Electronics - All-in-One - 3581,b37012dd-4029-4b5c-9044-50196e8903d1,Standby,2019-10-23
Electronics,Surveillance,95a895a2-2d6a-4c5d-b44c-c04096ca563c,Electronics - Surveillance - 10,da58761c-277c-4215-aa32-77557577ea8f,Paused,2018-08-18
Electronics,Surveillance,4cb634e0-3a67-4130-b518-3db02cb000b1,Electronics - Surveillance - 18515,3025e048-8d4c-4840-bd27-8892e87d1293,Off,2019-03-07
Power Tools,Saws,30bae100-064b-4f33-95f5-1678d36b4964,Power Tools - Saws - 1344,6cea4aad-c4de-4154-baca-b2740fa1c57b,Standby,2019-10-07
Electronics,Speakers,5febce4f-2d24-47b1-9c98-df43ae917b48,Electronics - Speakers - 4283,858d9c66-3b45-4300-8498-e0e85a7bd648,Offline,2019-08-01
Power Tools,Drills,eeedca94-86d0-4a51-9a0d-d431bfe4c3dc,Power Tools - Drills - 19913,b08d0b22-b7d0-4cf9-b4bb-bab3c775c648,Off,2019-08-06
Electronics,Speakers,fe88721e-e8cb-4da3-861e-b00ff6fd3dce,Electronics - Speakers - 14711,4dd5247f-626e-40bb-b76e-26ab50d58a60,Off,2018-01-29
Electronics,Other Hardware,1640b934-93a5-41dd-b012-1ae6997031d8,Electronics - Other Hardware - 1249,8eaf6dd2-4acd-4e5f-8fca-d406eb22f0c8,Standby,2018-01-22
Electronics,Surveillance,150bfedf-4d3a-49f3-8810-059de7ed4bc4,Electronics - Surveillance - 8169,17a4ee5c-9768-477f-aeec-82199e9812aa,Paused,2018-06-09
Electronics,All-in-One,cfc7d081-0545-421d-8e6b-5cb0291d3574,Electronics - All-in-One - 2936,2b9f6822-d59a-40b3-8411-831b9ee84e5b,Paused,2019-10-06
Electronics,Safety,1c7e1922-9263-4e1a-b246-eb0b6670a977,Electronics - Safety - 22490,e2360384-5d65-4b44-8fc5-e187ce612bf5,Paused,2020-05-10
Electronics,Surveillance,a244abd0-d339-42f2-9b24-b3507d7cff7c,Electronics - Surveillance - 23292,7071a5bb-3c8f-4161-a34f-3214d1619e1c,Off,2018-04-05
Power Tools,Cordless,d39fc02f-42cb-45c3-b552-68c35c629a1e,Power Tools - Cordless - 1867,8327a0a1-38fa-45d0-8dfd-a39d1f149fcd,Offline,2018-10-13
Electronics,Speakers,b6452c98-a713-4876-bf44-66668ae6894f,Electronics - Speakers - 9332,17a4ee5c-9768-477f-aeec-82199e9812aa,Standby,2018-12-01
Power Tools,Drills,6bf01a7a-ab80-454c-be18-4e2787f7bf78,Power Tools - Drills - 23116,eb13ce2e-70b1-459f-ac3e-f681fc6dbaa3,Offline,2019-04-27
Electronics,Other Hardware,60cf0e6f-479c-4554-a156-b91cbe39b93f,Electronics - Other Hardware - 10746,6e412c41-1036-4959-9be8-f35e2f66efdf,Paused,2018-11-10
Electronics,All-in-One,4ab9f520-82f9-4cfb-a5a0-ef9fd1562e56,Electronics - All-in-One - 14646,313ba445-f0e3-49db-aed6-2e42e00c1ff8,Paused,2019-11-06
Electronics,Safety,c2a6ec02-2b51-4ba4-b40c-860ddc53ee30,Electronics - Safety - 12361,b584662a-c3a9-4f40-a175-03353c0a960a,Paused,2018-07-18
Power Tools,Cordless,2e8ac66c-1e41-4bac-a3f6-704acbacb6e5,Power Tools - Cordless - 19380,bc203b0b-9adf-4a27-9903-79a00f179263,Off,2019-11-13
Electronics,Surveillance,9d514aa2-66a0-4a01-a2e8-0a8f3c1598a8,Electronics - Surveillance - 247,282ebfc0-100d-4ce8-8397-e4b2a0d7dcc7,Offline,2020-02-04
Power Tools,Cordless,884991dd-af77-4717-b6e1-fb52f50a7db1,Power Tools - Cordless - 4250,2c80d691-c018-4fbb-8a89-752b582ec5f9,Offline,2019-12-11
Power Tools,Cordless,f3d9c270-2514-4714-91b2-ade900369a9d,Power Tools - Cordless - 15817,a35aa5c1-9680-4431-a44b-f549d2576492,Standby,2019-05-15
Electronics,All-in-One,f24fa91a-c900-4943-a3e2-dc78a0c8b032,Electronics - All-in-One - 2770,4c195b32-6982-4c43-933e-18ef3ddbdf78,Off,2018-04-16
Power Tools,Accessories,f35f5684-6a8c-4f4e-a33e-a3cd15849c19,Power Tools - Accessories - 8877,9fd8d4f7-9950-4cc3-851a-80587363402a,Online,2020-06-18
Electronics,Surveillance,a0a3125b-d0f6-4442-833c-6619f528bea4,Electronics - Surveillance - 11941,66c2f4b6-1fe1-45e7-887a-3b1edb54a715,Off,2020-05-08
Electronics,Surveillance,bba9bde7-6a3f-4de8-a457-efa44b88449c,Electronics - Surveillance - 23271,c90f3326-3158-43b3-97e2-022bdfdf2ec0,Offline,2019-02-15
Electronics,Speakers,6a41aca2-3a9f-4472-8d8c-2c05805f0e88,Electronics - Speakers - 6184,5e87e93f-ca1c-4e19-86a7-5417d5883272,Off,2018-05-26
Electronics,Surveillance,873db802-84e5-46da-9a3b-00563f3bd95a,Electronics - Surveillance - 14416,092278b2-4ec3-4ed3-93af-db27e645ff01,Standby,2020-06-18
Power Tools,Drills,889e2aed-c314-4a87-93c3-715f65305a8f,Power Tools - Drills - 22094,52cca4a6-a4e0-48eb-b038-d7fb91d21167,Online,2020-01-30
Electronics,All-in-One,ba5e308c-fc5b-4867-844c-cf080db7a883,Electronics - All-in-One - 17018,7a768067-52ad-4a1d-83f1-a92398a3a0ae,Off,2019-04-06
Power Tools,Cordless,835219c9-0b1f-42ca-b4f1-536abbe15f34,Power Tools - Cordless - 16991,c9fdb354-467c-42bf-99b1-779a9fce7797,Paused,2019-12-10
Electronics,Speakers,e9bce175-c1cf-4c7a-954e-110c56f1a305,Electronics - Speakers - 14085,5256cd2f-f65a-4645-9c67-b25a2dfc8fb1,Online,2018-03-04
Power Tools,Cordless,268efa80-a9d0-4f48-8225-51bcb56a44d5,Power Tools - Cordless - 24323,8327a0a1-38fa-45d0-8dfd-a39d1f149fcd,Off,2020-03-26
Electronics,All-in-One,5263497a-cd82-493e-b19d-4de204a7728e,Electronics - All-in-One - 8776,e16b58aa-6397-4fa6-aa01-7f7d769fb079,Paused,2018-11-01
Electronics,Surveillance,fea9a235-74be-461e-85bd-fb5423ec4cf1,Electronics - Surveillance - 15820,6b153d99-79e2-4fe2-8964-bd03954b04a4,Online,2018-01-27
Electronics,Surveillance,969ab388-eea5-40bd-a97c-c88b59277880,Electronics - Surveillance - 14563,47f24ace-b8ad-4b9e-b81c-ec8db8479676,Standby,2018-12-17
Power Tools,Drills,6d520729-c368-4bf7-aa78-c35f07f975a0,Power Tools - Drills - 17070,bc203b0b-9adf-4a27-9903-79a00f179263,Standby,2018-04-09
Electronics,Speakers,c8267aea-c4e9-4968-b7b7-c47a345b011c,Electronics - Speakers - 9750,dc2d41e1-fdc1-451b-90e3-9693702071bb,Off,2018-04-03
Power Tools,Drills,4b928f79-9a77-4db8-a1e7-4a9ab592dc07,Power Tools - Drills - 2300,75eb36ea-5ec6-4086-a946-a5f270c7974b,Standby,2019-06-16
Electronics,Speakers,48fbf5ce-46ea-4411-a947-9b09c2d4851d,Electronics - Speakers - 23915,00131292-63d9-4bba-98ce-0a08d7521784,Standby,2020-06-21
Power Tools,Drills,21c286e4-dc65-4829-9d11-b79502540bcd,Power Tools - Drills - 24599,4ffe41f7-3169-457d-9790-8ce207c3170e,Off,2018-12-16
Electronics,Safety,09e2cba0-cdb3-43c1-848a-db308e261270,Electronics - Safety - 1775,f7302775-22e9-467c-b9b2-2629c77529ba,Offline,2020-02-18
Power Tools,Drills,c49a4046-680e-4b35-abbc-842e6f1de72b,Power Tools - Drills - 6629,8be18de2-a127-411f-8dc2-83df11317cb0,Standby,2019-04-20
Power Tools,Cordless,998306b8-66f1-4d48-84f6-5029e1e8c2e2,Power Tools - Cordless - 19838,a601bda3-867c-4ba5-bfe7-fe831dd3351e,Off,2018-03-03
Electronics,All-in-One,435e37a5-662f-497d-9036-7306ba8396a5,Electronics - All-in-One - 10896,1399539f-6cea-4708-ba38-c5b687f82d14,Off,2018-07-08
Electronics,All-in-One,160f4b50-988e-4814-9d8c-373ac6501131,Electronics - All-in-One - 24740,9bbfe7b1-6216-4775-bf83-f64b0eb14b68,Off,2020-03-26
Electronics,All-in-One,ad8d1bd3-f290-432d-9d84-a1a25fff5a52,Electronics - All-in-One - 12033,6e6edfb9-9756-433b-b5d3-dac2a2c723ca,Standby,2019-09-20
Electronics,All-in-One,a6257440-0c96-4808-9582-3647ef56af5c,Electronics - All-in-One - 10971,3d395efd-00d7-45a6-b3e4-060190ed6901,Offline,2018-10-23
Power Tools,Saws,8acd634d-cb51-4686-be5f-7f2d7760ff3e,Power Tools - Saws - 23412,e94b8abf-9034-4b0c-b10a-053e57fe53da,Offline,2018-11-23
Electronics,Other Hardware,104a11fb-3031-45a6-b2ea-5902dc0f9ae8,Electronics - Other Hardware - 19702,fef358c2-bd7c-4934-b1ff-c01c481159fd,Off,2019-04-18
Electronics,Surveillance,6a3abf7c-c257-4ba6-9a9b-83825f17174f,Electronics - Surveillance - 5049,4eb7392d-5f2d-48b9-b4dd-b3fa840b96df,Off,2018-02-01
Power Tools,Accessories,8bfe4e15-bfd0-43bb-bfce-647272a93c3d,Power Tools - Accessories - 5028,99c7cf5f-82d7-4ed1-a8d4-5b472a9f0573,Paused,2019-08-15
Electronics,Surveillance,4b5ce87d-cf64-4802-bd89-72b3b8b8fc38,Electronics - Surveillance - 20957,bbc6dcdc-dca7-43fb-88be-40bda9febce0,Paused,2018-11-10
Electronics,Surveillance,b951a43c-22c2-4a79-9deb-7568b2b87321,Electronics - Surveillance - 14048,add519ff-35ca-4e82-9548-ce7b1489ab95,Paused,2020-04-08
Electronics,All-in-One,d8f82447-79ad-4184-9294-fc33730efc2c,Electronics - All-in-One - 9327,58925379-c2e4-4d33-8e75-dc026acb32a1,Standby,2020-01-01
Electronics,Speakers,7bdeabb2-46ef-4bea-aa97-89d027be4ead,Electronics - Speakers - 8120,a9f17e6c-4f48-4a68-9556-fcd29eaf69db,Off,2018-10-03
Power Tools,Accessories,23e604d6-702e-40b8-9599-64867f482e39,Power Tools - Accessories - 5599,e0e88130-a268-4573-bd41-781828a637f1,Off,2019-05-13
Electronics,Speakers,92f25eeb-f57f-4842-a15c-2aa2d9096f1d,Electronics - Speakers - 23525,b2651d8d-ec01-4684-a18e-61a8c21af881,Offline,2019-06-15
Power Tools,Drills,e4b3fc46-c3ef-467f-9c23-dd08da1232f9,Power Tools - Drills - 12490,9998daac-380d-481c-9151-5adde9962101,Standby,2019-08-31
Power Tools,Cordless,38881127-5c43-49e4-a23c-2217ce3fb61a,Power Tools - Cordless - 24659,e8001b92-4ddd-4c5d-96e2-4bf3804f8568,Off,2020-05-28
Electronics,Surveillance,68b5fc14-c4f3-4a8d-987f-922491ddfcea,Electronics - Surveillance - 17569,b3e917b2-de47-4047-9e2d-95e673ba0c1c,Standby,2018-11-26
Electronics,Surveillance,7061e1f2-32c0-4a06-81be-2382fdb5ac13,Electronics - Surveillance - 5402,ef2413ca-2bfe-45c0-a1af-5cf054745b18,Off,2018-02-01
Electronics,All-in-One,0de6ed99-2baf-4e8a-adac-6c6119b0415c,Electronics - All-in-One - 17734,e7ebe5c9-3a64-4197-b2aa-37b2ce30f199,Off,2019-04-28
Power Tools,Cordless,681f8a6f-b400-41a9-aa8d-65f1b5e1e960,Power Tools - Cordless - 24371,bc2c7944-1ce0-4de1-a0d5-0cfea63f2b6d,Standby,2019-10-18
Electronics,All-in-One,56f6c8b7-31a4-40ea-b526-e4bed2667660,Electronics - All-in-One - 9064,5935df73-4740-4782-b7ac-06dda14543aa,Paused,2019-06-18
Electronics,Other Hardware,ebbdad22-9fe5-4cd6-aa4c-04747cbb362d,Electronics - Other Hardware - 11083,5b554437-0ecd-4388-98e7-a7c690fd9aac,Paused,2019-02-20
Electronics,All-in-One,14084e9d-5dae-468c-b1f7-3dbbbe80c4e2,Electronics - All-in-One - 23638,5935df73-4740-4782-b7ac-06dda14543aa,Online,2019-11-16
Electronics,Other Hardware,24d83c5c-c5ca-405a-8763-945fb79fd905,Electronics - Other Hardware - 2185,a79c7eba-905d-4bf3-b8e9-fe49c7e29f23,Offline,2018-02-12
Power Tools,Cordless,2098cda5-f329-405b-9659-0a4eb68082e8,Power Tools - Cordless - 14506,4dd5247f-626e-40bb-b76e-26ab50d58a60,Online,2019-10-10
Electronics,Surveillance,4e97383e-db66-4021-b920-63a6c8d9f828,Electronics - Surveillance - 11983,6b4020c0-40da-4049-90fd-e100ea4fc7dc,Paused,2019-07-23
Electronics,Surveillance,8db87541-b976-439c-99d2-2cb66af9b9b6,Electronics - Surveillance - 1776,de0634a4-c1f7-4840-a33e-61d472708727,Off,2019-01-10
Power Tools,Drills,66e8fcbc-5836-4c74-8b80-f30901f22c74,Power Tools - Drills - 1471,07404800-43de-4363-b57c-b848d7270bcf,Off,2020-04-24
Electronics,Speakers,0b2780d5-02ef-4fe4-8dd5-b52ec41578da,Electronics - Speakers - 23197,3aace92e-fff1-4e98-9290-e5661f83d25e,Offline,2018-10-09
Electronics,All-in-One,d71b40bb-a036-4a05-bfef-4c87d5b85ef6,Electronics - All-in-One - 9528,f586d00a-37d0-47bd-95e2-a64f9c6a1125,Standby,2020-02-07
Electronics,Speakers,8317e9d1-e6ae-45dd-9891-d4470f4efc92,Electronics - Speakers - 23473,2dd670ab-afc4-4403-941a-ab3eb8357f05,Off,2018-04-30
Electronics,Speakers,efa4ded6-4632-45cf-86e9-2752f8c75d70,Electronics - Speakers - 23906,f7b74adc-8f1a-4a0d-9b32-43801912a87c,Paused,2019-03-02
Electronics,Surveillance,c5ef4ce9-b6ab-4005-ac07-8920ffc0f985,Electronics - Surveillance - 2513,caba29fa-b202-4a4c-a03e-2693f8b1e2d7,Off,2019-09-26
Power Tools,Accessories,85692b07-28dc-4464-8da1-083d4918f6fe,Power Tools - Accessories - 7282,453b9af7-ca9b-4758-b882-6e0c73f42f94,Standby,2019-07-12
Power Tools,Cordless,750bec93-e8fa-4128-9690-b67d7a5e52f2,Power Tools - Cordless - 1804,f172912e-619b-400e-9a09-cf4a3656d5ab,Off,2019-11-30
Electronics,All-in-One,6514c4f9-64f0-409f-81d9-568ac93d0b70,Electronics - All-in-One - 12574,d56119c5-14da-401e-8acf-7068b4859731,Online,2020-03-03
Electronics,Speakers,549baaf4-d27d-425c-a003-f6968d3b166a,Electronics - Speakers - 23242,d18051ae-d029-4ff9-a227-86d059653c72,Paused,2019-09-19
Electronics,Surveillance,0eb0e973-d27d-4bb8-bcf2-c5e68926ecd8,Electronics - Surveillance - 23822,75eb36ea-5ec6-4086-a946-a5f270c7974b,Paused,2018-08-25
Power Tools,Cordless,e0c953f5-ac42-44b1-8d55-f4408097d020,Power Tools - Cordless - 837,a601bda3-867c-4ba5-bfe7-fe831dd3351e,Offline,2020-02-20
Power Tools,Saws,2f64fe87-10f2-4e80-a116-373078b27c7a,Power Tools - Saws - 21865,eec93e3a-dcd6-4d9b-8d3b-f0c9fe40ce52,Off,2018-11-06
Electronics,Other Hardware,f2b93e3e-841c-445f-b470-6781178f33fa,Electronics - Other Hardware - 3084,4aec2aae-f5d1-4065-b220-77bf753c27c9,Online,2018-01-25
Electronics,Safety,c345e091-1e0b-48ef-8859-b5e2c5d71521,Electronics - Safety - 20120,b93c6af6-e00b-4892-a738-5c47da6552cb,Paused,2018-10-21
Electronics,Surveillance,5ec65d23-d5c0-40e3-8f2a-dc76b3738f02,Electronics - Surveillance - 18100,ec2c0e60-9a0e-457c-beb0-3e71f3109a40,Standby,2019-07-30
Power Tools,Cordless,11d78b28-2c44-46a4-aa30-35b65e46a6a0,Power Tools - Cordless - 13768,168336e6-84fb-4816-b2e4-e26b65a288b1,Standby,2019-01-04
Electronics,Speakers,06228c04-ba1c-411e-b87c-0fa73e7ea86d,Electronics - Speakers - 18595,eec93e3a-dcd6-4d9b-8d3b-f0c9fe40ce52,Off,2019-07-05
Electronics,Surveillance,560b8b5a-4eb0-4adc-9ea4-67e870c223fb,Electronics - Surveillance - 6426,e957e1f2-d715-48fd-a1bb-4200ab4b2fdd,Off,2019-02-06
Electronics,Speakers,0490ef7f-47b2-4a4c-a9da-2128235fac18,Electronics - Speakers - 19659,5b02254d-100b-4ef4-bff5-94a2e99e8453,Off,2020-01-02
Electronics,Speakers,5132f8b1-2c78-4954-95bb-18c4ae6034a3,Electronics - Speakers - 8327,76cc9b5d-1c9e-4c6c-b3f5-14b568ae92e7,Offline,2018-03-18
Electronics,All-in-One,80fad5f7-eb68-49d1-bfd1-0dcb7c3fb41a,Electronics - All-in-One - 12502,e4d904cd-e1ab-4625-a5a3-6531be63cb60,Off,2018-01-19
Electronics,Speakers,2bd734b8-e39e-4e07-b9f4-e9ea780902a9,Electronics - Speakers - 8221,dbdfbfdd-5807-4b5e-be9f-c6edfad8620a,Standby,2018-04-29
Power Tools,Drills,16d41952-2fd4-4651-b3fd-17deb37ba613,Power Tools - Drills - 2859,afa92828-8e16-457a-bf41-9504a8bd5875,Paused,2018-07-28
Power Tools,Cordless,e0117a15-0e38-4f03-8ac5-c0a3fdef02b6,Power Tools - Cordless - 16739,a9f17e6c-4f48-4a68-9556-fcd29eaf69db,Standby,2018-06-26
Electronics,Surveillance,6f535016-8f2f-46c5-a2dd-4dec813b28ea,Electronics - Surveillance - 23786,7d1c5aa5-101a-4c6d-9ea8-d8da3acfc120,Paused,2019-09-22
Electronics,Surveillance,0c6d2d30-b375-41f1-ba53-cf06f7237d19,Electronics - Surveillance - 22504,6f89d9e6-6294-47b0-aef0-574c5072f06c,Standby,2019-08-31
Electronics,Speakers,842b9362-2bc4-49ba-b458-ff6a1daf2e4f,Electronics - Speakers - 893,ebedd9bb-ab18-4db5-b285-a51ebf4fa573,Off,2019-03-09
Power Tools,Cordless,8a6c2bbd-a8ee-4986-9145-d0b2a30d8f6a,Power Tools - Cordless - 13523,95b3166b-411e-4123-9080-1ba0f51d67eb,Off,2018-01-31
Power Tools,Cordless,d26fc1c9-1bd2-436d-ab53-98635db37c33,Power Tools - Cordless - 6741,f53726f4-9326-4b8c-8279-bb57ab5884f9,Offline,2020-03-26
Power Tools,Accessories,cf3a50a2-7974-4c11-a975-186816ef5b53,Power Tools - Accessories - 21630,9093441b-ddc6-4ebe-bd48-2ea4fee08f8b,Off,2018-09-16
Power Tools,Saws,477a2d1d-ec15-45ee-be07-aa18acb37a64,Power Tools - Saws - 1792,9d6dff71-178a-41ee-92df-75ab1a2973c8,Offline,2018-11-21
Electronics,Surveillance,14a368b0-250c-43ca-b3e0-a6d423b942d8,Electronics - Surveillance - 3296,6e412c41-1036-4959-9be8-f35e2f66efdf,Off,2019-07-18
Electronics,Surveillance,2aec7830-e03f-4f30-8183-f1a2180f1a3a,Electronics - Surveillance - 7581,06d68cd8-3866-4266-bef4-ab15a1e7735d,Off,2018-04-17
Electronics,All-in-One,e46f49ab-1bd4-44eb-974b-6c9344b634f8,Electronics - All-in-One - 11135,6f8a583e-d5a2-4eb1-83ff-14322c62b989,Paused,2019-01-03
Electronics,Surveillance,0838a86c-e2d9-4367-9814-5eb86e606c06,Electronics - Surveillance - 8180,4646a4a1-7ec3-49c5-be72-b9221395edd0,Paused,2018-03-14
Electronics,Speakers,921d71e4-fc52-4d45-b079-4fa33e7665f1,Electronics - Speakers - 7515,f53726f4-9326-4b8c-8279-bb57ab5884f9,Standby,2019-06-23
Electronics,Surveillance,11e91269-aa8e-4d3e-aaff-e17d46a40240,Electronics - Surveillance - 20601,7d1c5aa5-101a-4c6d-9ea8-d8da3acfc120,Off,2018-01-14
Electronics,Speakers,96fa7c93-0a9e-4b9a-b54f-867bfb58be6c,Electronics - Speakers - 1238,d7e7eff1-3644-4daa-aaf2-f4c60b293244,Off,2018-01-13
Electronics,Speakers,5710dad9-64c7-4d22-84cb-124c36d1711f,Electronics - Speakers - 14835,8eaf6dd2-4acd-4e5f-8fca-d406eb22f0c8,Offline,2018-12-24
Electronics,Speakers,262500a7-9dcb-4494-97a8-1c542d2d7d0c,Electronics - Speakers - 18430,204e74c8-2d43-4b6a-932c-0dfb0285b980,Paused,2020-04-21
Power Tools,Accessories,7ba65f65-4e49-4c9b-9c0d-8c34baf85448,Power Tools - Accessories - 5966,b6795555-5dcb-4ad1-892a-7bb3e3d55172,Paused,2018-01-27
Electronics,Safety,e457586a-aba3-4f17-8f77-b91f3bed35b4,Electronics - Safety - 9582,216bf62c-fbfb-49e6-8ac2-99a905bcaa86,Off,2018-10-31
Electronics,Surveillance,b3f1a24b-96ae-4292-a29e-7a64585d0323,Electronics - Surveillance - 2923,bac601aa-9668-4d48-aac2-a46095cb6909,Offline,2019-08-06
Power Tools,Drills,6f85b0df-9db7-4faf-95a4-9dc29e949d90,Power Tools - Drills - 18085,470733bd-dc0c-4028-b63c-4fcc38e56adc,Off,2018-03-08
Power Tools,Cordless,34a3616a-87ae-42e1-b8c0-6804a9cb0c8d,Power Tools - Cordless - 5606,e8870822-8374-45b3-b899-98385dd47d59,Off,2019-09-07
Electronics,Other Hardware,b3e8dc54-cf58-4259-a783-a40f5ed1e4ea,Electronics - Other Hardware - 8578,a9ca0b13-c79f-4e47-b0d3-710b0f722899,Online,2019-07-04
Electronics,Speakers,d7b7f67b-9157-4099-b08f-2d1b76889c91,Electronics - Speakers - 6666,c90f3326-3158-43b3-97e2-022bdfdf2ec0,Standby,2019-03-07
Power Tools,Cordless,5caee649-61b6-4fc7-9d23-5a50dce295c3,Power Tools - Cordless - 23152,b10477ba-b655-4057-8744-0fa6a86eb787,Off,2018-08-29
Power Tools,Cordless,4de9bb2e-de75-443a-af6a-1b291cd8eeb0,Power Tools - Cordless - 700,10aa2718-20af-401c-9e4b-aadac3a9ce45,Standby,2019-12-20
Electronics,Other Hardware,b8bcaec2-290a-471f-ba2c-54963769769b,Electronics - Other Hardware - 16350,e72ab6b8-1690-412a-b503-4cf65e4b00e2,Off,2018-04-15
Electronics,Speakers,d0f2ebcb-4ef4-4981-9969-cdaad6b66483,Electronics - Speakers - 7927,bd32d0cc-2cab-4a08-8070-cf0e9b5bf987,Off,2018-08-07
